"행정구역","2020년12월_계_총인구수","2020년12월_계_연령구간인구수","2020년12월_계_0~9세","2020년12월_계_10~19세","2020년12월_계_20~29세","2020년12월_계_30~39세","2020년12월_계_40~49세","2020년12월_계_50~59세","2020년12월_계_60~69세","2020년12월_계_70~79세","2020년12월_계_80~89세","2020년12월_계_90~99세","2020년12월_계_100세 이상"
"서울특별시 은평구 구산동(1138056000)","32,749","32,749","1,808","2,870","4,441","4,118","5,128","5,666","4,629","2,761","1,151","156","21"
"서울특별시 은평구 대조동(1138057000)","27,240","27,240","1,192","1,657","4,896","4,191","4,108","4,140","3,535","2,391","999","109","22"
"서울특별시 은평구 응암제1동(1138058000)","30,963","30,963","2,251","2,634","4,207","5,156","5,227","4,584","3,613","2,262","887","132","10"
"서울특별시 은평구 응암제2동(1138059000)","27,569","27,569","3,265","2,269","2,762","5,053","5,188","3,613","2,892","1,713","705","86","23"
"서울특별시 은평구 응암제3동(1138060000)","25,218","25,218","991","1,635","3,641","3,387","3,605","4,240","3,769","2,630","1,149","151","20"
"서울특별시 은평구 역촌동(1138062500)","46,556","46,556","2,698","3,515","6,533","6,701","7,607","7,648","6,296","3,870","1,480","183","25"
"서울특별시 은평구 신사제1동(1138063100)","27,547","27,547","1,624","2,119","3,922","4,103","4,201","4,497","3,849","2,264","861","98","9"
"서울특별시 은평구 신사제2동(1138063200)","20,805","20,805","1,089","1,689","2,935","2,798","3,168","3,508","3,162","1,654","701","86","15"
"서울특별시 은평구 증산동(1138064000)","15,355","15,355","743","1,202","2,111","2,027","2,250","2,583","2,424","1,413","516","76","10"
"서울특별시 은평구 수색동(1138065000)","11,189","11,189","681","763","1,492","1,737","1,518","1,979","1,698","878","384","54","5"
"서울특별시 은평구 진관동(1138069000)","57,022","57,022","4,765","7,420","7,105","6,889","10,776","8,409","6,293","3,436","1,511","257","161"
"서울특별시 서대문구 (1141000000)","312,173","312,173","20,175","23,622","50,356","45,109","47,487","49,367","38,558","24,304","11,246","1,651","298"
"서울특별시 서대문구 천연동(1141052000)","17,784","17,784","1,262","1,467","2,277","2,420","2,809","3,009","2,191","1,441","772","107","29"
"서울특별시 서대문구 북아현동(1141055500)","16,637","16,637","1,438","1,086","2,379","2,899","2,681","2,775","1,805","1,024","442","80","28"
"서울특별시 서대문구 충현동(1141056500)","20,807","20,807","1,235","1,370","3,436","3,273","3,057","3,356","2,699","1,473","728","139","41"
"서울특별시 서대문구 신촌동(1141058500)","19,264","19,264","727","869","7,412","3,278","1,983","2,002","1,403","984","496","86","24"
"서울특별시 서대문구 연희동(1141061500)","36,311","36,311","1,678","2,469","7,704","5,621","5,114","5,256","4,102","2,813","1,317","206","31"
"서울특별시 서대문구 홍제제1동(1141062000)","24,340","24,340","1,560","1,890","3,166","3,449","3,796","4,096","3,285","2,013","938","133","14"
"서울특별시 서대문구 홍제제3동(1141064000)","15,819","15,819","761","1,138","2,123","1,971","2,205","2,714","2,327","1,636","837","85","22"
"서울특별시 서대문구 홍제제2동(1141065500)","14,228","14,228","834","1,076","1,859","1,922","2,048","2,569","1,995","1,251","582","88","4"
"서울특별시 서대문구 홍은제1동(1141066000)","23,013","23,013","1,485","1,788","2,926","3,000","3,462","3,980","3,283","1,977","954","138","20"
"서울특별시 서대문구 홍은제2동(1141068500)","26,992","26,992","1,276","2,188","4,244","3,488","4,004","4,595","3,744","2,224","1,061","143","25"
"서울특별시 서대문구 남가좌제1동(1141069000)","15,894","15,894","2,149","1,456","1,553","2,483","3,085","2,132","1,558","975","429","58","16"
"서울특별시 서대문구 남가좌제2동(1141070000)","30,054","30,054","2,655","2,432","4,300","4,602","4,925","4,427","3,367","2,209","958","154","25"
"서울특별시 서대문구 북가좌제1동(1141071000)","18,440","18,440","1,426","1,966","2,169","2,402","3,278","3,019","2,180","1,334","573","84","9"
"서울특별시 서대문구 북가좌제2동(1141072000)","32,590","32,590","1,689","2,427","4,808","4,301","5,040","5,437","4,619","2,950","1,159","150","10"
"서울특별시 마포구 (1144000000)","371,890","371,890","24,899","28,372","61,904","64,486","60,995","54,255","39,559","24,309","11,096","1,669","346"
"서울특별시 마포구 아현동(1144055500)","25,749","25,749","2,802","1,661","3,194","5,156","4,238","3,875","2,754","1,234","665","117","53"
"서울특별시 마포구 공덕동(1144056500)","38,101","38,101","2,271","2,328","6,471","6,534","5,559","6,429","4,433","2,606","1,262","169","39"
"서울특별시 마포구 도화동(1144058500)","21,753","21,753","1,489","1,628","3,006","3,631","3,229","3,481","2,692","1,571","852","145","29"
"서울특별시 마포구 용강동(1144059000)","21,832","21,832","2,268","2,021","2,233","3,770","4,425","2,943","2,165","1,276","632","88","11"
"서울특별시 마포구 대흥동(1144060000)","14,410","14,410","676","891","3,362","2,373","2,094","2,042","1,504","913","448","82","25"
"서울특별시 마포구 염리동(1144061000)","12,104","12,104","932","1,156","1,793","1,865","2,185","1,762","1,160","800","390","49","12"
"서울특별시 마포구 신수동(1144063000)","23,199","23,199","1,690","1,922","3,485","3,773","3,919","3,579","2,468","1,557","671","116","19"
"서울특별시 마포구 서강동(1144065500)","24,674","24,674","1,870","1,741","4,644","4,115","4,004","3,679","2,432","1,403","674","95","17"
"서울특별시 마포구 서교동(1144066000)","25,327","25,327","845","1,213","6,271","5,384","3,728","3,117","2,294","1,557","753","138","27"
"서울특별시 마포구 합정동(1144068000)","18,229","18,229","1,123","950","3,598","3,738","2,655","2,367","1,934","1,216","542","86","20"
"서울특별시 마포구 망원제1동(1144069000)","20,802","20,802","1,045","1,329","3,493","3,922","3,269","2,975","2,426","1,613","642","80","8"
"서울특별시 마포구 망원제2동(1144070000)","19,014","19,014","1,188","1,577","2,909","2,974","3,267","2,818","2,162","1,473","557","71","18"
"서울특별시 마포구 연남동(1144071000)","15,605","15,605","627","810","3,239","3,104","2,337","2,033","1,725","1,110","515","85","20"
"서울특별시 마포구 성산제1동(1144072000)","19,342","19,342","982","1,467","3,132","3,402","3,329","2,881","2,184","1,347","546","58","14"
"서울특별시 마포구 성산제2동(1144073000)","40,355","40,355","2,524","3,484","6,776","6,726","6,575","5,770","4,235","2,896","1,169","183","17"
"서울특별시 마포구 상암동(1144074000)","31,394","31,394","2,567","4,194","4,298","4,019","6,182","4,504","2,991","1,737","778","107","17"
"서울특별시 양천구 (1147000000)","454,251","454,251","31,552","50,872","59,774","57,820","78,993","76,495","57,551","28,593","10,721","1,693","187"
"서울특별시 양천구 목1동(1147051000)","31,581","31,581","2,981","5,138","3,421","3,308","6,960","5,007","2,865","1,319","487","90","5"
"서울특별시 양천구 목2동(1147052000)","30,460","30,460","1,702","2,583","5,013","5,251","4,634","4,951","3,822","1,729","655","106","14"
"서울특별시 양천구 목3동(1147053000)","22,469","22,469","1,361","1,562","3,564","4,034","3,215","3,651","3,033","1,366","586","83","14"
"서울특별시 양천구 목4동(1147054000)","25,974","25,974","1,415","3,374","4,170","2,821","4,589","4,849","2,694","1,446","538","69","9"
"서울특별시 양천구 목5동(1147055000)","42,215","42,215","3,409","7,631","4,510","4,008","9,244","6,672","4,141","1,704","726","163","7"
"서울특별시 양천구 신월1동(1147056000)","20,929","20,929","993","1,340","2,691","2,765","3,108","3,909","3,595","1,854","572","89","13"
"서울특별시 양천구 신월2동(1147057000)","21,343","21,343","1,449","1,773","2,710","3,040","3,338","3,357","3,332","1,703","549","84","8"
"서울특별시 양천구 신월3동(1147058000)","15,751","15,751","898","1,142","2,042","2,034","2,247","2,965","2,530","1,363","460","58","12"
"서울특별시 양천구 신월4동(1147059000)","18,403","18,403","1,492","1,624","2,187","2,508","3,050","2,842","2,730","1,397","501","62","10"
"서울특별시 양천구 신월5동(1147060000)","15,044","15,044","1,003","1,276","2,151","2,111","2,305","2,548","2,161","1,068","362","52","7"
"서울특별시 양천구 신월6동(1147061000)","13,748","13,748","1,446","1,241","1,604","2,586","2,158","2,033","1,647","768","214","40","11"
"서울특별시 양천구 신월7동(1147061100)","20,519","20,519","1,060","1,388","2,658","2,644","2,986","3,605","3,450","1,825","803","96","4"
"서울특별시 양천구 신정1동(1147062000)","20,949","20,949","1,854","3,059","2,471","2,078","4,110","3,542","2,187","1,093","451","97","7"
"서울특별시 양천구 신정2동(1147063000)","20,047","20,047","1,315","2,967","2,591","1,811","3,813","3,621","2,262","1,114","464","73","16"
"서울특별시 양천구 신정3동(1147064000)","46,393","46,393","3,411","5,282","5,906","5,743","8,020","7,837","5,756","3,109","1,128","186","15"
"서울특별시 양천구 신정4동(1147065000)","33,521","33,521","1,699","2,327","5,287","5,089","5,260","5,420","4,776","2,682","865","100","16"
"서울특별시 양천구 신정6동(1147067000)","25,014","25,014","2,088","3,683","3,194","2,754","4,748","4,407","2,607","1,006","428","98","1"
"서울특별시 양천구 신정7동(1147068000)","29,891","29,891","1,976","3,482","3,604","3,235","5,208","5,279","3,963","2,047","932","147","18"
"서울특별시 강서구 (1150000000)","580,185","580,185","39,560","44,694","86,991","99,062","90,888","86,196","76,340","38,915","14,778","2,522","239"
"서울특별시 강서구 염창동(1150051000)","41,894","41,894","4,151","4,566","5,431","7,351","7,680","5,957","4,202","1,755","695","95","11"
"서울특별시 강서구 등촌제1동(1150052000)","24,145","24,145","1,318","1,342","5,000","6,010","3,263","3,037","2,244","1,135","654","136","6"
"서울특별시 강서구 등촌제2동(1150053000)","21,099","21,099","1,315","1,645","3,320","3,538","3,072","3,449","2,865","1,360","450","83","2"
"서울특별시 강서구 등촌제3동(1150053500)","31,478","31,478","1,717","2,063","4,179","4,661","3,930","5,368","5,248","2,559","1,448","294","11"
"서울특별시 강서구 화곡제1동(1150054000)","52,358","52,358","2,790","2,516","9,336","10,553","7,543","7,464","7,027","3,774","1,173","160","22"
"서울특별시 강서구 화곡제2동(1150055000)","18,442","18,442","1,242","1,438","2,624","2,928","3,104","2,854","2,448","1,342","388","67","7"
"서울특별시 강서구 화곡제3동(1150056000)","21,785","21,785","1,324","1,637","3,141","3,208","3,241","3,319","3,438","1,784","567","101","25"
"서울특별시 강서구 화곡제4동(1150057000)","21,108","21,108","1,151","1,374","2,987","3,389","3,255","3,433","3,168","1,659","597","88","7"
"서울특별시 강서구 화곡본동(1150059000)","34,581","34,581","2,239","2,439","5,957","6,358","5,532","4,891","4,236","2,114","677","129","9"
"서울특별시 강서구 화곡제6동(1150059100)","24,934","24,934","1,279","1,675","4,243","4,181","3,668","3,964","3,624","1,647","552","95","6"
"서울특별시 강서구 화곡제8동(1150059300)","25,223","25,223","1,354","1,642","3,871","4,269","4,013","3,772","3,530","2,081","601","83","7"
"서울특별시 강서구 가양제1동(1150060300)","34,184","34,184","1,718","1,892","8,432","8,328","4,593","4,293","3,191","1,169","479","84","5"
"서울특별시 강서구 가양제2동(1150060400)","14,500","14,500","515","484","1,708","2,410","1,501","2,210","3,229","1,533","767","139","4"
"서울특별시 강서구 가양제3동(1150060500)","15,477","15,477","720","589","1,849","3,123","1,910","2,283","2,668","1,561","653","118","3"
"서울특별시 강서구 발산제1동(1150061100)","37,390","37,390","3,450","4,998","4,613","4,433","7,257","5,711","3,886","2,131","765","135","11"
"서울특별시 강서구 우장산동(1150061500)","43,778","43,778","3,816","5,478","5,278","5,590","8,668","6,523","4,967","2,553","756","126","23"
"서울특별시 강서구 공항동(1150062000)","26,939","26,939","2,601","1,729","3,790","5,021","4,289","3,820","3,236","1,675","649","101","28"
"서울특별시 강서구 방화제1동(1150063000)","44,305","44,305","4,309","4,226","5,319","6,492","7,709","6,535","5,629","2,822","1,076","174","14"
"서울특별시 강서구 방화제2동(1150064000)","23,122","23,122","1,169","1,451","3,324","3,493","3,192","3,704","3,625","2,129","885","124","26"
"서울특별시 강서구 방화제3동(1150064100)","23,443","23,443","1,382","1,510","2,589","3,726","3,468","3,609","3,879","2,132","946","190","12"
"서울특별시 구로구 (1153000000)","404,408","404,408","28,199","30,189","55,415","63,147","63,203","63,330","55,983","31,804","11,443","1,516","179"
"서울특별시 구로구 신도림동(1153051000)","36,188","36,188","3,624","3,526","4,337","6,244","6,540","5,095","4,028","1,977","716","91","10"
"서울특별시 구로구 구로제1동(1153052000)","21,232","21,232","1,891","1,961","2,828","3,889","3,633","3,011","2,618","973","356","67","5"
"서울특별시 구로구 구로제2동(1153053000)","24,601","24,601","892","1,447","3,257","2,928","3,505","4,719","4,039","2,673","987","124","30"
"서울특별시 구로구 구로제3동(1153054000)","23,883","23,883","1,354","1,434","4,141","5,020","4,021","3,058","2,582","1,579","601","72","21"
"서울특별시 구로구 구로제4동(1153055000)","20,378","20,378","823","1,138","2,825","2,932","2,972","3,536","3,113","2,118","814","90","17"
"서울특별시 구로구 구로제5동(1153056000)","29,358","29,358","1,846","1,604","5,067","5,439","4,128","4,557","3,762","2,094","776","83","2"
"서울특별시 구로구 가리봉동(1153059500)","9,280","9,280","237","291","1,488","1,261","1,182","1,865","1,635","872","366","60","23"
"서울특별시 구로구 고척제1동(1153072000)","23,151","23,151","1,328","1,967","3,292","2,906","3,516","3,938","3,524","1,943","642","89","6"
"서울특별시 구로구 고척제2동(1153073000)","27,336","27,336","1,836","2,232","3,615","3,316","4,282","4,787","3,949","2,340","870","101","8"
"서울특별시 구로구 개봉제1동(1153074000)","34,337","34,337","2,187","2,472","4,627","5,080","4,970","5,864","5,123","2,849","1,020","136","9"
"서울특별시 구로구 개봉제2동(1153075000)","31,763","31,763","2,186","2,325","3,867","4,570","4,850","4,981","5,049","2,895","907","122","11"
"서울특별시 구로구 개봉제3동(1153076000)","20,848","20,848","1,203","1,464","2,611","2,790","3,223","3,494","3,454","1,825","693","80","11"
"서울특별시 구로구 오류제1동(1153077000)","22,687","22,687","1,243","1,227","3,993","4,366","3,185","3,056","3,005","1,841","671","95","5"
"서울특별시 구로구 오류제2동(1153078000)","39,112","39,112","3,319","3,918","4,656","5,183","6,701","5,696","5,046","3,253","1,163","168","9"
"서울특별시 구로구 수궁동(1153079000)","23,970","23,970","1,476","2,017","3,089","3,314","3,833","3,924","3,591","1,970","650","95","11"
"서울특별시 구로구 항동(1153080000)","16,284","16,284","2,754","1,166","1,722","3,909","2,662","1,749","1,465","602","211","43","1"
"서울특별시 금천구 (1154500000)","231,733","231,733","12,548","14,669","37,127","35,481","32,903","40,292","33,119","18,059","6,479","879","177"
"서울특별시 금천구 가산동(1154551000)","23,076","23,076","693","702","6,543","5,447","2,746","2,971","2,361","1,181","370","53","9"
"서울특별시 금천구 독산제1동(1154561000)","42,122","42,122","3,234","2,291","7,311","8,407","6,221","6,209","4,855","2,551","924","103","16"
"서울특별시 금천구 독산제2동(1154562000)","19,047","19,047","895","1,221","2,850","2,500","2,610","3,822","3,026","1,553","482","72","16"
"서울특별시 금천구 독산제3동(1154563000)","24,571","24,571","1,018","1,366","3,862","3,562","3,285","4,779","3,888","1,957","719","112","23"
"서울특별시 금천구 독산제4동(1154564000)","15,562","15,562","652","980","2,292","1,987","2,112","3,258","2,485","1,313","414","53","16"
